SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes,Product,Category,Size,Cost_per_box
SP05,G5,P01,4/2/2021,8001,4,348,Milk Bars,Bars,LARGE,1.52
SP08,G2,P05,4/2/2021,13832,294,814,Mint Chip Choco,Bars,LARGE,1.54
SP13,G2,P19,4/2/2021,1568,181,121,70% Dark Bites,Bites,SMALL,4.97
SP13,G6,P07,4/2/2021,3129,127,112,Drinking Coco,Other,LARGE,1.62
SP05,G5,P11,4/2/2021,6944,2,278,After Nines,Bites,LARGE,4.43
SP14,G6,P16,4/2/2021,7672,17,265,Organic Choco Syrup,Other,SMALL,1.47
SP08,G6,P08,4/2/2021,4137,200,197,99% Dark & Pure,Bars,LARGE,2.47
SP14,G2,P03,4/2/2021,1365,155,72,Almond Choco,Bars,LARGE,9.6
SP12,G4,P04,4/2/2021,7238,381,453,Raspberry Choco,Bars,LARGE,4.09
SP14,G4,P03,4/2/2021,10500,355,457,Almond Choco,Bars,LARGE,9.6
SP18,G2,P20,4/2/2021,6790,129,453,Smooth Sliky Salty,Bars,SMALL,2.97
SP14,G1,P19,4/2/2021,7203,63,515,70% Dark Bites,Bites,SMALL,4.97
SP22,G1,P15,4/2/2021,6202,86,443,Baker's Choco Chips,Bars,SMALL,3.4
SP02,G2,P14,4/5/2021,8351,1,696,White Choc,Other,SMALL,0.16
SP24,G1,P19,4/5/2021,980,437,109,70% Dark Bites,Bites,SMALL,4.97
SP11,G5,P13,4/5/2021,12908,182,562,85% Dark Bars,Bars,SMALL,0.64
SP09,G3,P19,4/5/2021,4473,302,320,70% Dark Bites,Bites,SMALL,4.97
SP04,G1,P18,4/6/2021,3066,155,93,Manuka Honey Choco,Other,SMALL,4.75
SP16,G1,P07,4/6/2021,4053,329,177,Drinking Coco,Other,LARGE,1.62
SP04,G6,P08,4/6/2021,3024,155,152,99% Dark & Pure,Bars,LARGE,2.47
SP13,G5,P16,4/7/2021,2100,147,68,Organic Choco Syrup,Other,SMALL,1.47
SP20,G5,P10,4/7/2021,2555,156,112,Spicy Special Slims,Bites,LARGE,5.79
SP09,G6,P16,4/7/2021,6559,208,243,Organic Choco Syrup,Other,SMALL,1.47
SP19,G3,P06,4/7/2021,8176,183,390,Eclairs,Bites,LARGE,2.24
SP04,G6,P03,4/7/2021,17675,197,884,Almond Choco,Bars,LARGE,9.6
SP18,G5,P15,4/7/2021,11004,175,1223,Baker's Choco Chips,Bars,SMALL,3.4
SP25,G4,P01,4/7/2021,2233,292,77,Milk Bars,Bars,LARGE,1.52
SP05,G2,P01,4/7/2021,16359,14,712,Milk Bars,Bars,LARGE,1.52
SP06,G6,P19,4/7/2021,3192,21,228,70% Dark Bites,Bites,SMALL,4.97
SP14,G3,P06,4/7/2021,5313,275,380,Eclairs,Bites,LARGE,2.24
SP19,G3,P04,4/7/2021,1841,223,97,Raspberry Choco,Bars,LARGE,4.09
SP02,G6,P10,4/7/2021,9884,13,396,Spicy Special Slims,Bites,LARGE,5.79
SP04,G4,P14,4/7/2021,3066,268,205,White Choc,Other,SMALL,0.16
SP09,G3,P18,4/7/2021,11207,254,362,Manuka Honey Choco,Other,SMALL,4.75
SP11,G1,P02,4/7/2021,6321,86,452,50% Dark Bites,Bites,LARGE,2.57
SP10,G1,P09,4/7/2021,5299,62,663,Orange Choco,Bars,LARGE,7.14
SP02,G5,P21,4/8/2021,11578,63,552,Choco Coated Almonds,Bites,SMALL,6.17
SP25,G1,P08,4/8/2021,4298,201,239,99% Dark & Pure,Bars,LARGE,2.47
SP16,G5,P15,4/8/2021,9548,17,682,Baker's Choco Chips,Bars,SMALL,3.4
SP10,G4,P10,4/8/2021,5663,25,236,Spicy Special Slims,Bites,LARGE,5.79
SP10,G6,P10,4/8/2021,329,260,15,Spicy Special Slims,Bites,LARGE,5.79
SP10,G4,P05,4/8/2021,9275,165,489,Mint Chip Choco,Bars,LARGE,1.54
SP12,G5,P11,4/8/2021,77,133,3,After Nines,Bites,LARGE,4.43
SP10,G1,P04,4/8/2021,4256,110,224,Raspberry Choco,Bars,LARGE,4.09
SP23,G6,P03,4/9/2021,4018,413,237,Almond Choco,Bars,LARGE,9.6
SP15,G6,P05,4/9/2021,6699,138,479,Mint Chip Choco,Bars,LARGE,1.54
SP24,G2,P13,4/9/2021,4571,17,241,85% Dark Bars,Bars,SMALL,0.64
SP05,G5,P13,4/9/2021,4193,79,200,85% Dark Bars,Bars,SMALL,0.64
SP18,G2,P09,4/9/2021,392,175,28,Orange Choco,Bars,LARGE,7.14
SP11,G6,P03,4/9/2021,3192,18,146,Almond Choco,Bars,LARGE,9.6
SP05,G3,P22,4/9/2021,154,48,7,Peanut Butter Cubes,Bites,SMALL,3.57
SP06,G6,P07,4/9/2021,5502,112,212,Drinking Coco,Other,LARGE,1.62
SP14,G6,P09,4/9/2021,4389,365,439,Orange Choco,Bars,LARGE,7.14
SP08,G5,P08,4/9/2021,12215,120,764,99% Dark & Pure,Bars,LARGE,2.47
SP13,G6,P09,4/9/2021,1960,50,140,Orange Choco,Bars,LARGE,7.14
SP23,G1,P12,4/9/2021,994,389,77,Fruit & Nut Bars,Bars,LARGE,1.58
SP19,G4,P10,4/9/2021,3731,41,150,Spicy Special Slims,Bites,LARGE,5.79
SP22,G2,P22,4/12/2021,11851,45,456,Peanut Butter Cubes,Bites,SMALL,3.57
SP18,G4,P18,4/12/2021,7798,77,289,Manuka Honey Choco,Other,SMALL,4.75
SP10,G4,P08,4/12/2021,658,82,32,99% Dark & Pure,Bars,LARGE,2.47
SP18,G1,P15,4/12/2021,18963,191,1355,Baker's Choco Chips,Bars,SMALL,3.4
SP10,G1,P08,4/12/2021,574,383,34,99% Dark & Pure,Bars,LARGE,2.47
SP12,G3,P18,4/12/2021,763,47,28,Manuka Honey Choco,Other,SMALL,4.75
SP16,G3,P02,4/12/2021,1295,218,108,50% Dark Bites,Bites,LARGE,2.57
SP12,G2,P10,4/12/2021,1281,349,61,Spicy Special Slims,Bites,LARGE,5.79
SP19,G3,P15,4/12/2021,6657,364,606,Baker's Choco Chips,Bars,SMALL,3.4
SP16,G3,P05,4/12/2021,1533,129,110,Mint Chip Choco,Bars,LARGE,1.54
SP21,G6,P08,4/12/2021,2534,36,121,99% Dark & Pure,Bars,LARGE,2.47
SP23,G2,P14,4/12/2021,3808,74,224,White Choc,Other,SMALL,0.16
SP09,G4,P08,4/12/2021,7637,90,425,99% Dark & Pure,Bars,LARGE,2.47
SP12,G3,P02,4/13/2021,5397,37,416,50% Dark Bites,Bites,LARGE,2.57
SP01,G5,P16,4/13/2021,5649,97,202,Organic Choco Syrup,Other,SMALL,1.47
SP20,G3,P07,4/13/2021,2996,136,116,Drinking Coco,Other,LARGE,1.62
SP04,G5,P16,4/13/2021,2247,351,87,Organic Choco Syrup,Other,SMALL,1.47
SP09,G2,P09,4/13/2021,1092,136,84,Orange Choco,Bars,LARGE,7.14
SP13,G1,P05,4/13/2021,4368,23,292,Mint Chip Choco,Bars,LARGE,1.54
SP01,G3,P14,4/13/2021,868,90,87,White Choc,Other,SMALL,0.16
SP07,G2,P01,4/13/2021,8729,35,364,Milk Bars,Bars,LARGE,1.52
SP13,G2,P08,4/13/2021,2065,17,130,99% Dark & Pure,Bars,LARGE,2.47
SP07,G4,P08,4/13/2021,6293,48,274,99% Dark & Pure,Bars,LARGE,2.47
SP05,G4,P19,4/13/2021,7602,247,761,70% Dark Bites,Bites,SMALL,4.97
SP16,G3,P03,4/13/2021,10150,223,598,Almond Choco,Bars,LARGE,9.6
SP10,G6,P03,4/13/2021,11081,311,739,Almond Choco,Bars,LARGE,9.6
SP14,G2,P04,4/13/2021,588,41,27,Raspberry Choco,Bars,LARGE,4.09
SP22,G6,P19,4/13/2021,3710,129,413,70% Dark Bites,Bites,SMALL,4.97
SP24,G4,P04,4/14/2021,371,121,27,Raspberry Choco,Bars,LARGE,4.09
SP21,G4,P13,4/14/2021,2254,69,119,85% Dark Bars,Bars,SMALL,0.64
SP12,G5,P22,4/14/2021,2345,70,112,Peanut Butter Cubes,Bites,SMALL,3.57
SP01,G5,P02,4/14/2021,18473,6,2053,50% Dark Bites,Bites,LARGE,2.57
SP04,G2,P16,4/14/2021,1680,26,58,Organic Choco Syrup,Other,SMALL,1.47
SP17,G2,P13,4/14/2021,4508,16,215,85% Dark Bars,Bars,SMALL,0.64
SP02,G5,P04,4/15/2021,8463,284,385,Raspberry Choco,Bars,LARGE,4.09
SP19,G1,P15,4/15/2021,931,269,117,Baker's Choco Chips,Bars,SMALL,3.4
